campagna,MedianWeight,MeanWeight,TemperatureC,DOmgL,pH,Year,Monthnumber,Week,Dayofmonth,Hour,SpConducibilitymicroScm,DOoutmgLTARGET,pHout,ConducibilitymicroScm,DOsat,DOlocal,SpConducibilitymicroScmOUT,Tagliag,Biomassakg,quantomangimekg,timestamped,y_test,predicted
4007,3,317.0,319.69113149847095,14.716,12.41,8.45,2020,8,35,27,10,173.2,7.83,7.55,145.0,77.5,77.5,179.7,324.49,9670.0,0.0,2020.0_35.0_27.0_10.0,7.83,10.485701
781,3,264.0,264.0,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,3,176.33684640522856,11.18,7.5,146.1,113.3,113.3,176.6,310.29,12188.0,0.0,2020.0_27.0_5.0_3.0,11.18,11.478112
4325,3,274.0,277.98765432098753,11.905,13.04,8.37,2020,9,36,2,8,194.8,11.02,7.89,148.7,102.6,102.6,197.3,329.97,9637.0,0.0,2020.0_36.0_2.0_8.0,11.02,11.020546
3557,3,289.0,294.288888888889,15.881,12.15,8.3,2020,8,34,21,9,169.8,10.81,7.6,148.1,110.3,110.3,177.4,318.27,9975.0,0.0,2020.0_34.0_21.0_9.0,10.81,9.469038
2781,3,210.5,214.96428571428572,12.273,13.8,7.96,2020,7,30,25,7,167.8,12.57,7.72,127.2,118.3,118.3,166.8,310.29,11088.0,0.0,2020.0_30.0_25.0_7.0,12.569999,11.662214
1673,3,361.5,367.99999999999994,14.105,14.14,8.07,2020,7,29,14,10,173.0,13.11,7.83,137.8,128.4,128.4,172.7,310.29,11731.0,0.0,2020.0_29.0_14.0_10.0,13.11,11.59899
4015,3,313.0,319.53853211009107,15.041,12.44,8.5,2020,8,35,27,11,170.9,10.78,7.86,144.2,107.4,107.4,177.4,324.49,9670.0,0.0,2020.0_35.0_27.0_11.0,10.78,11.696654
2394,3,180.0,184.2,15.63,13.27,7.87,2020,7,30,22,0,176.9,11.61,7.61,147.5,118.0,118.0,177.6,310.29,11390.0,0.0,2020.0_30.0_22.0_0.0,11.61,11.324427
1387,3,343.0,336.84905660377365,13.885,13.79,7.8,2020,7,28,12,3,168.9,11.69,7.62,134.9,114.4,114.4,169.4,310.29,11798.0,0.0,2020.0_28.0_12.0_3.0,11.69,11.620992
4074,3,310.5,316.59999999999997,15.19,11.65,8.22,2020,8,35,28,6,179.3,9.63,7.73,148.2,96.6,96.6,181.0,327.23,9689.0,0.0,2020.0_35.0_28.0_6.0,9.63,9.878202
2622,3,232.0,235.8947368421053,16.428,12.75,7.86,2020,7,30,24,2,166.9,10.78,7.46,149.2,111.9,111.9,175.7,310.29,11314.0,0.0,2020.0_30.0_24.0_2.0,10.78,11.474343
3336,3,266.0,311.8,16.622,11.13,7.95,2020,8,31,1,4,169.8,9.69,7.59,147.7,101.1,101.1,172.8,310.29,10843.0,0.0,2020.0_31.0_1.0_4.0,9.69,10.239942
2123,3,201.5,212.25,13.635,14.11,7.85,2020,7,29,19,6,180.2,12.34,7.61,142.0,120.1,120.1,179.1,310.29,11523.0,0.0,2020.0_29.0_19.0_6.0,12.340001,12.184218
4464,3,315.5,308.5888888888889,13.844,11.36,8.27,2020,9,37,7,1,197.4,8.26,7.79,159.0,80.6,80.6,200.0,340.0,9733.0,0.0,2020.0_37.0_7.0_1.0,8.26,10.064924
3254,3,387.0,387.0,16.172,11.58,8.03,2020,7,31,31,7,165.7,9.84,7.55,144.1,101.4,101.4,171.0,310.29,10862.0,0.0,2020.0_31.0_31.0_7.0,9.84,10.27107
4240,3,289.0,296.53846153846155,11.577,12.96,8.35,2020,9,36,1,11,187.5,11.7,7.91,140.0,107.8,107.8,187.9,329.97,9671.0,0.0,2020.0_36.0_1.0_11.0,11.7,10.837821
2147,3,236.0,244.10416666666663,13.378,14.72,8.1,2020,7,29,19,9,179.0,13.63,7.78,140.0,131.9,131.9,177.9,310.29,11523.0,0.0,2020.0_29.0_19.0_9.0,13.629999,13.333086
1448,3,285.5,290.1666666666666,13.053,14.64,8.09,2020,7,28,12,9,172.0,13.13,7.8,133.9,126.0,126.0,171.7,310.29,11798.0,0.0,2020.0_28.0_12.0_9.0,13.13,11.678186
961,3,294.0,343.2063492063493,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,7,8,176.33684640522856,12.05,7.64,140.0,120.2,120.2,172.0,310.29,12096.0,0.0,2020.0_28.0_7.0_8.0,12.05,11.174629
2850,3,266.0,285.08695652173924,15.285,11.75,7.89,2020,7,31,27,4,176.3,10.16,7.63,146.1,102.2,102.2,177.9,310.29,11017.0,0.0,2020.0_31.0_27.0_4.0,10.16,10.952084
3908,3,292.0,291.474418604651,13.956,12.58,8.38,2020,8,35,26,9,177.3,10.96,7.79,141.7,106.9,106.9,178.4,321.37,9633.0,100.0,2020.0_35.0_26.0_9.0,10.96,11.29197
1662,3,300.0,324.99999999999994,14.101,14.18,8.04,2020,7,29,14,9,172.9,12.93,7.74,137.3,126.9,126.9,171.7,310.29,11731.0,0.0,2020.0_29.0_14.0_9.0,12.93,11.55718
1382,3,344.0,339.59420289855086,14.046,13.8,7.8,2020,7,28,12,2,168.2,11.46,7.6,134.8,112.6,112.6,168.4,310.29,11798.0,0.0,2020.0_28.0_12.0_2.0,11.459999,11.845066
808,3,238.0,227.09523809523813,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,8,176.33684640522856,12.39,7.64,141.0,122.5,122.5,174.9,310.29,12188.0,0.0,2020.0_27.0_5.0_8.0,12.39,11.838552
895,3,353.0,364.72727272727275,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,7,1,176.33684640522856,10.83,7.55,145.4,112.0,112.0,171.8,310.29,12096.0,0.0,2020.0_28.0_7.0_1.0,10.83,10.497972
3218,3,251.0,268.54545454545456,17.101,11.3,8.0,2020,7,31,31,3,171.0,9.67,7.57,148.8,101.2,101.2,173.6,310.29,10862.0,0.0,2020.0_31.0_31.0_3.0,9.67,10.69927
4625,3,237.5,265.9285714285714,12.07,12.08,8.32,2020,9,37,8,7,196.3,10.13,7.91,151.9,94.6,94.6,200.7,342.96,9804.0,0.0,2020.0_37.0_8.0_7.0,10.129999,9.858498
2012,3,216.0,226.72727272727272,14.394,13.98,7.85,2020,7,29,18,6,177.4,12.09,7.61,145.0,119.7,119.7,179.6,310.29,11560.0,0.0,2020.0_29.0_18.0_6.0,12.09,12.081715
3349,3,231.0,231.0,16.171,11.05,7.97,2020,8,31,1,6,169.8,9.97,7.6,146.0,103.0,103.0,172.7,310.29,10843.0,0.0,2020.0_31.0_1.0_6.0,9.97,11.96478
979,3,354.5,376.7745098039217,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,7,10,176.33684640522856,12.79,7.79,140.8,128.4,128.4,171.8,310.29,12096.0,0.0,2020.0_28.0_7.0_10.0,12.789999,12.084961
737,3,291.0,298.2452830188679,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,10,176.33684640522856,12.23,7.7,137.7,120.1,120.1,172.2,310.29,12242.0,0.0,2020.0_27.0_4.0_10.0,12.23,10.927483
1423,3,291.0,300.1587301587302,12.945,14.09,7.83,2020,7,28,12,7,171.3,12.16,7.65,133.4,116.5,116.5,171.3,310.29,11798.0,0.0,2020.0_28.0_12.0_7.0,12.16,11.318678
2091,3,297.0,266.0,14.503,14.0,7.83,2020,7,29,19,3,178.9,12.11,7.6,147.1,120.9,120.9,180.4,310.29,11523.0,0.0,2020.0_29.0_19.0_3.0,12.11,11.778096
4614,3,252.0,266.2857142857143,12.122,12.1,8.31,2020,9,37,8,6,196.5,9.89,7.87,151.1,92.7,92.7,198.9,342.96,9804.0,0.0,2020.0_37.0_8.0_6.0,9.89,9.868303
3124,3,306.5,291.7,17.777,10.92,7.89,2020,7,31,30,2,173.4,9.38,7.51,153.7,100.1,100.1,175.6,310.29,10865.0,0.0,2020.0_31.0_30.0_2.0,9.38,10.804566
2885,3,277.0,277.98214285714283,14.675,12.28,8.08,2020,7,31,27,9,175.8,11.23,7.73,142.8,111.9,111.9,175.7,310.29,11017.0,0.0,2020.0_31.0_27.0_9.0,11.23,11.92182
1883,3,175.0,175.0,14.458,14.13,7.87,2020,7,29,17,2,177.9,12.16,7.63,144.3,120.1,120.1,179.2,310.29,11602.0,0.0,2020.0_29.0_17.0_2.0,12.16,11.110527
2947,3,298.5,320.83333333333337,15.341,11.57,7.85,2020,7,31,28,5,176.3,10.26,7.64,146.4,103.5,103.5,177.7,310.29,10962.0,0.0,2020.0_31.0_28.0_5.0,10.259999,12.636597
3632,3,262.0,253.2631578947368,16.417,11.81,8.11,2020,8,34,22,6,177.8,10.51,7.64,151.7,108.4,108.4,179.6,318.27,9838.0,0.0,2020.0_34.0_22.0_6.0,10.51,11.10491
3135,3,376.0,342.0,17.248,11.13,7.89,2020,7,31,30,4,171.6,9.53,7.5,151.3,100.4,100.4,175.2,310.29,10865.0,0.0,2020.0_31.0_30.0_4.0,9.53,9.853615
3498,3,250.0,262.4594594594595,16.79,11.57,8.16,2020,8,34,21,2,177.6,10.31,7.69,153.6,107.3,107.3,180.3,318.27,9975.0,0.0,2020.0_34.0_21.0_2.0,10.31,12.193106
4279,3,289.5,275.34210526315786,12.416,12.88,8.33,2020,9,36,2,3,198.9,11.53,7.98,154.1,108.8,108.8,201.5,329.97,9637.0,0.0,2020.0_36.0_2.0_3.0,11.53,12.043974
686,3,298.0,298.14285714285717,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,5,176.33684640522856,11.72,7.56,138.0,114.6,114.6,173.4,310.29,12242.0,0.0,2020.0_27.0_4.0_5.0,11.720001,11.8479805
2213,3,197.0,198.52631578947373,14.995,13.98,7.85,2020,7,30,20,4,178.1,12.15,7.6,147.0,121.6,121.6,180.0,310.29,11481.0,0.0,2020.0_30.0_20.0_4.0,12.15,11.669209
885,3,304.0,314.64705882352933,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,7,0,176.33684640522856,10.11,7.5,148.2,105.3,105.3,173.8,310.29,12096.0,0.0,2020.0_28.0_7.0_0.0,10.11,11.587773
3402,3,376.5,400.8571428571428,16.703,11.98,8.43,2020,8,31,1,11,172.6,11.57,7.98,146.6,119.8,119.8,173.0,310.29,10843.0,0.0,2020.0_31.0_1.0_11.0,11.57,12.154281
2315,3,217.0,223.1764705882353,15.972,13.68,7.84,2020,7,30,21,4,180.5,11.7,7.6,152.7,119.8,119.8,182.4,310.29,11432.0,0.0,2020.0_30.0_21.0_4.0,11.7,11.724024
3658,3,238.0,257.8181818181818,16.24,12.3,8.33,2020,8,34,22,10,175.2,11.44,7.8,149.2,117.7,117.7,177.4,318.27,9838.0,0.0,2020.0_34.0_22.0_10.0,11.44,12.532262
3447,3,302.0,312.8571428571429,16.741,10.8,8.0,2020,8,31,2,4,162.4,9.62,7.61,142.4,100.6,100.6,166.3,310.29,10803.0,0.0,2020.0_31.0_2.0_4.0,9.62,10.707603
4190,3,332.0,330.2857142857142,11.093,13.61,8.38,2020,9,36,1,5,185.6,12.42,8.01,136.4,113.4,113.4,184.9,329.97,9671.0,0.0,2020.0_36.0_1.0_5.0,12.42,11.944716
2203,3,209.0,205.6428571428571,15.332,13.87,7.86,2020,7,30,20,3,178.8,12.09,7.6,147.6,121.5,121.5,179.8,310.29,11481.0,0.0,2020.0_30.0_20.0_3.0,12.09,10.968128
2324,3,191.0,207.64102564102564,15.714,13.71,7.84,2020,7,30,21,5,180.8,11.88,7.6,151.8,121.1,121.1,182.1,310.29,11432.0,0.0,2020.0_30.0_21.0_5.0,11.88,11.8842325
1322,3,135.0,146.655737704918,15.975,13.75,7.84,2020,7,28,11,7,175.5,11.7,7.59,148.7,119.6,119.6,177.7,310.29,11845.0,0.0,2020.0_28.0_11.0_7.0,11.7,12.222539
2959,3,308.5,288.25000000000006,15.07,11.72,7.85,2020,7,31,28,6,176.6,10.1,7.61,144.9,101.2,101.2,177.2,310.29,10962.0,0.0,2020.0_31.0_28.0_6.0,10.1,10.172597
1724,3,197.0,186.0,13.118,14.62,7.91,2020,7,29,15,4,174.1,12.71,7.62,137.0,121.8,121.8,175.9,310.29,11696.0,0.0,2020.0_29.0_15.0_4.0,12.71,11.446855
2550,3,218.5,239.34375,14.723,13.51,7.9,2020,7,30,23,6,173.9,11.84,7.62,142.8,118.7,118.7,174.7,310.29,11390.0,0.0,2020.0_30.0_23.0_6.0,11.84,11.785971
4423,3,298.0,298.5257731958762,11.327,12.46,8.37,2020,9,36,3,9,197.8,10.06,7.75,149.6,92.5,92.5,201.3,332.88,9575.0,87.5,2020.0_36.0_3.0_9.0,10.06,11.476055
4041,3,285.5,280.59302325581405,15.836,11.42,8.2,2020,8,35,28,1,179.6,9.34,7.73,151.4,95.3,95.3,181.6,327.23,9689.0,0.0,2020.0_35.0_28.0_1.0,9.34,10.425017
868,3,226.5,216.2058823529412,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,6,8,176.33684640522856,11.87,7.6,144.1,119.0,119.0,175.9,310.29,12143.0,0.0,2020.0_28.0_6.0_8.0,11.87,11.326617
3333,3,266.0,311.8,16.622,11.13,7.95,2020,8,31,1,4,169.8,9.72,7.6,147.9,101.6,101.6,172.7,310.29,10843.0,0.0,2020.0_31.0_1.0_4.0,9.72,10.835255
3465,3,206.0,206.0,16.083,10.96,7.99,2020,8,31,2,6,158.8,9.86,7.63,138.8,101.7,101.7,164.4,310.29,10803.0,0.0,2020.0_31.0_2.0_6.0,9.86,11.216616
1096,3,277.0,301.875,16.408,13.64,7.79,2020,7,28,9,0,176.5,11.18,7.56,150.4,115.3,115.3,178.2,310.29,11990.0,0.0,2020.0_28.0_9.0_0.0,11.18,11.639835
3313,3,263.0,257.0,17.483,10.9,7.98,2020,8,31,1,2,171.2,9.6,7.68,151.9,101.6,101.6,175.0,310.29,10843.0,0.0,2020.0_31.0_1.0_2.0,9.6,8.637939
928,3,332.0,308.6363636363636,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,7,5,176.33684640522856,11.2,7.58,145.7,113.8,113.8,175.4,310.29,12096.0,0.0,2020.0_28.0_7.0_5.0,11.2,12.154496
3070,3,302.0,302.6,15.62,11.73,7.92,2020,7,31,29,8,156.6,10.0,7.61,134.6,102.1,102.1,161.3,310.29,10921.0,0.0,2020.0_31.0_29.0_8.0,10.0,10.523525
2339,3,239.0,244.70370370370372,15.466,13.69,7.84,2020,7,30,21,6,181.1,11.85,7.6,149.9,120.0,120.0,181.3,310.29,11432.0,0.0,2020.0_30.0_21.0_6.0,11.850001,10.446906
2021,3,229.0,231.63636363636363,14.188,14.13,7.89,2020,7,29,18,7,177.6,12.23,7.62,143.7,120.5,120.5,178.9,310.29,11560.0,0.0,2020.0_29.0_18.0_7.0,12.23,11.784055
1807,3,216.0,247.6,12.82,14.61,7.87,2020,7,29,16,5,174.9,12.85,7.62,135.6,122.1,122.1,175.7,310.29,11659.0,0.0,2020.0_29.0_16.0_5.0,12.85,13.169212
1439,3,290.5,290.26315789473693,12.863,14.39,7.97,2020,7,28,12,8,173.3,13.08,7.74,133.3,125.2,125.2,171.5,310.29,11798.0,0.0,2020.0_28.0_12.0_8.0,13.08,11.636073
1853,3,273.0,269.52000000000004,13.105,15.02,8.23,2020,7,29,16,10,174.3,14.07,7.95,136.3,134.9,134.9,174.9,310.29,11659.0,0.0,2020.0_29.0_16.0_10.0,14.07,12.428811
2674,3,251.0,249.37254901960793,15.106,13.02,7.89,2020,7,30,24,8,172.2,11.36,7.57,144.3,114.4,114.4,175.5,310.29,11314.0,0.0,2020.0_30.0_24.0_8.0,11.36,12.018184
4478,3,290.5,299.6153846153847,13.579,11.5,8.27,2020,9,37,7,3,197.1,9.21,7.85,157.3,89.2,89.2,199.6,340.0,9733.0,0.0,2020.0_37.0_7.0_3.0,9.21,10.97799
3890,3,286.0,292.23478260869564,14.044,12.29,8.26,2020,8,35,26,7,177.6,10.6,7.74,143.5,104.0,104.0,179.5,321.37,9633.0,0.0,2020.0_35.0_26.0_7.0,10.6,11.593712
3931,3,295.0,298.41481481481463,14.488,12.54,8.51,2020,8,35,26,11,176.9,11.2,7.93,142.9,110.4,110.4,177.8,321.37,9633.0,0.0,2020.0_35.0_26.0_11.0,11.2,11.1141615
2337,3,239.0,244.70370370370372,15.394,13.7,7.84,2020,7,30,21,6,181.8,11.86,7.6,150.5,120.3,120.3,181.6,310.29,11432.0,0.0,2020.0_30.0_21.0_6.0,11.859999,11.603251
2398,3,197.5,198.17857142857144,15.547,13.25,7.86,2020,7,30,22,1,176.8,11.57,7.6,146.8,117.2,117.2,177.4,310.29,11390.0,0.0,2020.0_30.0_22.0_1.0,11.57,10.199042
3112,3,350.0,338.0769230769231,18.369,10.88,7.87,2020,7,31,30,0,173.3,9.28,7.54,154.9,99.9,99.9,175.2,310.29,10865.0,0.0,2020.0_31.0_30.0_0.0,9.28,10.502716
3780,3,256.0,267.4210526315789,13.958,12.47,8.22,2020,8,35,25,4,177.8,11.21,7.89,141.7,109.8,109.8,177.8,318.27,9641.0,0.0,2020.0_35.0_25.0_4.0,11.21,10.897352
1545,3,340.0,342.0857142857143,14.129,14.15,7.97,2020,7,29,13,8,173.9,12.3,7.66,140.3,120.9,120.9,175.2,310.29,11758.0,0.0,2020.0_29.0_13.0_8.0,12.299999,10.4411335
1784,3,294.0,284.6666666666667,13.289,14.55,7.89,2020,7,29,16,2,175.2,12.59,7.61,137.6,121.3,121.3,175.6,310.29,11659.0,0.0,2020.0_29.0_16.0_2.0,12.59,12.483505
2734,3,224.0,215.44444444444449,13.245,13.4,7.9,2020,7,30,25,2,158.1,12.16,7.66,121.4,116.7,116.7,155.7,310.29,11088.0,0.0,2020.0_30.0_25.0_2.0,12.16,12.30323
3137,3,376.0,342.0,17.316,11.13,7.91,2020,7,31,30,4,171.2,9.52,7.5,151.0,100.2,100.2,175.0,310.29,10865.0,0.0,2020.0_31.0_30.0_4.0,9.52,9.912003
3470,3,28.0,28.0,15.677,11.79,8.17,2020,8,31,2,9,160.8,10.39,7.67,132.3,106.0,106.0,158.8,310.29,10803.0,0.0,2020.0_31.0_2.0_9.0,10.390001,10.876982
1336,3,148.0,145.55555555555563,15.952,14.02,8.01,2020,7,28,11,9,174.4,12.66,7.72,147.2,129.5,129.5,176.1,310.29,11845.0,0.0,2020.0_28.0_11.0_9.0,12.66,11.254117
818,3,271.5,273.9166666666667,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,9,176.33684640522856,12.11,7.65,141.5,120.1,120.1,175.0,310.29,12188.0,0.0,2020.0_27.0_5.0_9.0,12.11,11.502784
772,3,182.0,182.0,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,2,176.33684640522856,11.0,7.49,147.2,112.2,112.2,176.5,310.29,12188.0,0.0,2020.0_27.0_5.0_2.0,11.0,11.51046
4019,3,313.0,319.53853211009107,15.214,12.35,8.52,2020,8,35,27,11,170.5,10.32,7.83,144.7,103.0,103.0,177.6,324.49,9670.0,0.0,2020.0_35.0_27.0_11.0,10.32,11.546371
1030,3,394.0,425.0,15.116,13.77,7.78,2020,7,28,8,4,174.8,11.39,7.57,144.2,114.2,114.2,176.3,310.29,12052.0,0.0,2020.0_28.0_8.0_4.0,11.39,10.991552
2519,3,239.0,258.4464285714286,15.804,13.2,7.87,2020,7,30,23,2,173.1,11.46,7.62,143.1,116.4,116.4,172.4,310.29,11390.0,0.0,2020.0_30.0_23.0_2.0,11.459999,11.481884
985,3,384.5,406.1296296296296,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,28,7,11,176.33684640522856,12.48,7.78,142.1,125.8,125.8,172.6,310.29,12096.0,0.0,2020.0_28.0_7.0_11.0,12.4800005,11.745038
1290,3,131.0,131.0294117647059,16.523,13.66,7.81,2020,7,28,11,4,176.9,11.17,7.56,152.4,116.1,116.1,179.2,310.29,11845.0,0.0,2020.0_28.0_11.0_4.0,11.17,12.089668
801,3,279.0,292.75000000000006,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,5,7,176.33684640522856,11.72,7.56,141.3,116.0,116.0,175.1,310.29,12188.0,0.0,2020.0_27.0_5.0_7.0,11.720001,11.361926
2888,3,277.0,277.98214285714283,14.675,12.28,8.08,2020,7,31,27,9,175.8,11.41,7.78,142.6,113.7,113.7,175.4,310.29,11017.0,0.0,2020.0_31.0_27.0_9.0,11.41,11.500756
691,3,298.0,298.14285714285717,13.291324189953633,12.693286178107664,7.979475398594275,2020,7,27,4,5,176.33684640522856,11.77,7.56,137.3,114.7,114.7,173.1,310.29,12242.0,0.0,2020.0_27.0_4.0_5.0,11.77,12.409444
2348,3,250.0,250.12612612612608,15.268,13.86,7.87,2020,7,30,21,7,181.5,12.11,7.62,148.4,122.1,122.1,180.3,310.29,11432.0,0.0,2020.0_30.0_21.0_7.0,12.11,11.3507
4210,3,309.5,315.7,10.92,13.73,8.38,2020,9,36,1,7,186.3,12.04,7.94,137.6,109.3,109.3,187.7,329.97,9671.0,0.0,2020.0_36.0_1.0_7.0,12.04,11.602344
5743,4,706.0,707.6678899082566,12.988,12.693286178107664,8.05,2021,6,25,24,9,176.33684640522856,7.58,7.23,134.9,72.2,72.2,177.80805369127543,696.057710345493,9087.72946627076,90.0,2021.0_25.0_24.0_9.0,7.58,11.051344
6154,4,693.5,693.5,12.816,12.693286178107664,7.86,2021,7,26,2,7,176.33684640522856,11.57,7.33,125.8,109.7,109.7,177.80805369127543,690.0,8988.63,0.0,2021.0_26.0_2.0_7.0,11.57,11.319086
6086,4,933.5,928.7142857142856,13.39,12.693286178107664,8.23,2021,7,26,1,11,176.33684640522856,11.14,7.27,121.1,105.8,105.8,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_11.0,11.14,10.735655
5511,4,538.0,629.6666666666666,13.513,12.693286178107664,8.12,2021,6,23,13,11,176.33684640522856,10.88,7.36,99.2,103.3,103.3,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_11.0,10.879999,11.862223
6079,4,875.0,843.3809523809524,12.267,12.693286178107664,8.14,2021,7,26,1,10,176.33684640522856,10.08,7.19,118.6,94.6,94.6,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_10.0,10.080001,11.517097
5616,4,697.5,706.5283018867926,12.537,12.693286178107664,7.8,2021,6,25,23,6,176.33684640522856,11.13,7.35,108.8,105.5,105.5,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_6.0,11.13,12.296385
5979,4,845.0,848.0588235294119,13.969,12.693286178107664,8.14,2021,6,26,30,11,176.33684640522856,10.83,7.29,118.4,104.9,104.9,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_11.0,10.83,10.548644
4983,4,98.0,98.0,12.478,12.693286178107664,7.93,2021,5,22,31,1,176.33684640522856,13.17,7.66,139.7,124.2,124.2,177.80805369127543,553.766280746354,7341.27958385442,0.0,2021.0_22.0_31.0_1.0,13.17,10.197368
6150,4,693.5,693.5,12.728,12.693286178107664,7.92,2021,7,26,2,7,176.33684640522856,11.47,7.33,126.1,109.0,109.0,177.80805369127543,690.0,8988.63,0.0,2021.0_26.0_2.0_7.0,11.47,9.9744215
4701,4,113.0,113.0,9.463,12.693286178107664,7.78,2021,5,21,25,4,176.33684640522856,10.25,7.79,123.7,89.8,89.8,177.80805369127543,533.497253752469,7086.9775188478,0.0,2021.0_21.0_25.0_4.0,10.25,11.497368
5854,4,713.0,718.853223593964,12.873,12.693286178107664,8.05,2021,6,25,25,9,176.33684640522856,9.32,7.49,135.3,88.8,88.8,177.80805369127543,702.951092698435,9176.32356408536,90.0,2021.0_25.0_25.0_9.0,9.32,10.472146
5656,4,741.0,743.5698757763968,13.649,12.693286178107664,8.14,2021,6,25,23,11,176.33684640522856,10.69,7.41,109.6,103.5,103.5,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_11.0,10.69,10.917158
4966,4,187.0,187.0,9.571,12.693286178107664,8.0,2021,5,21,30,8,176.33684640522856,14.6,7.74,128.6,128.5,128.5,177.80805369127543,548.863950253859,7277.38711641591,0.0,2021.0_21.0_30.0_8.0,14.600001,12.186204
