campagna,MedianWeight,MeanWeight,TemperatureC,DOmgL,pH,Year,Monthnumber,Week,Dayofmonth,Hour,SpConducibilitymicroScm,DOoutmgLTARGET,pHout,ConducibilitymicroScm,DOsat,DOlocal,SpConducibilitymicroScmOUT,Tagliag,Biomassakg,quantomangimekg,timestamped,y_test,predicted
5734,4,706.0,717.9973614775723,12.852,12.693286178107664,8.01,2021,6,25,24,8,176.33684640522856,11.28,7.5,133.4,107.3,107.3,177.80805369127543,696.057710345493,9087.72946627076,0.0,2021.0_25.0_24.0_8.0,11.280001,12.322958
6158,4,308.0,594.5714285714286,13.056,12.693286178107664,8.12,2021,7,26,2,9,176.33684640522856,8.89,7.13,127.0,84.6,84.6,177.80805369127543,690.0,8988.63,100.0,2021.0_26.0_2.0_9.0,8.89,10.80491
5943,4,841.0,847.7368421052631,13.075,12.693286178107664,7.86,2021,6,26,30,6,176.33684640522856,8.09,7.29,112.7,77.8,77.8,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_6.0,8.09,10.729005
5030,4,602.0,642.1818181818184,11.766,12.693286178107664,8.16,2021,6,23,8,10,176.33684640522856,12.04,7.49,132.3,111.6,111.6,177.80805369127543,575.70879810027,7579.78203578815,0.0,2021.0_23.0_8.0_10.0,12.04,11.255562
5324,4,675.0,667.3815789473686,12.071,12.693286178107664,8.07,2021,6,23,11,8,176.33684640522856,11.28,7.61,125.3,105.1,105.1,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_8.0,11.280001,10.826776
4868,4,194.0,194.0,11.352,12.693286178107664,7.91,2021,5,21,28,1,176.33684640522856,13.9,7.67,135.3,127.3,127.3,177.80805369127543,543.585313650284,7217.72579464847,0.0,2021.0_21.0_28.0_1.0,13.899999,12.67038
6110,4,1044.0,1027.75,13.828,12.693286178107664,7.87,2021,7,26,2,1,176.33684640522856,12.29,7.39,128.3,119.1,119.1,177.80805369127543,690.0,8988.63,0.0,2021.0_26.0_2.0_1.0,12.29,12.407131
4794,4,146.0,162.4666666666667,9.67,12.693286178107664,7.76,2021,5,21,26,5,176.33684640522856,9.82,7.75,130.7,86.6,86.6,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_5.0,9.819999,10.735729
5243,4,664.0,676.7757575757578,12.302,12.693286178107664,8.11,2021,6,23,10,11,176.33684640522856,10.37,7.41,101.7,96.6,96.6,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_11.0,10.37,11.517416
5250,4,697.0,712.9444444444445,13.466,12.693286178107664,7.9,2021,6,23,11,0,176.33684640522856,10.35,7.54,136.9,100.1,100.1,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_0.0,10.35,10.956357
5391,4,805.5,832.25,11.567,12.693286178107664,7.74,2021,6,23,12,4,176.33684640522856,11.17,7.4,99.4,103.3,103.3,177.80805369127543,599.871620735979,7887.11206943666,0.0,2021.0_23.0_12.0_4.0,11.17,12.103358
4777,4,188.0,177.33333333333331,10.717,12.693286178107664,7.76,2021,5,21,26,3,176.33684640522856,9.7,7.75,133.2,86.8,86.8,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_3.0,9.7,10.427613
5660,4,741.0,743.5698757763968,13.917,12.693286178107664,8.13,2021,6,25,23,11,176.33684640522856,11.14,7.48,111.1,108.5,108.5,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_11.0,11.14,10.51548
5392,4,541.0,632.6666666666666,11.426,12.693286178107664,7.74,2021,6,23,12,5,176.33684640522856,11.17,7.39,96.6,103.0,103.0,177.80805369127543,599.871620735979,7887.11206943666,0.0,2021.0_23.0_12.0_5.0,11.17,11.631494
4758,4,149.0,150.0,11.326,12.693286178107664,7.76,2021,5,21,26,1,176.33684640522856,9.23,7.74,137.2,84.7,84.7,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_1.0,9.23,11.286323
6000,4,918.5,945.5357142857144,13.257,12.693286178107664,7.86,2021,7,26,1,1,176.33684640522856,12.19,7.32,117.9,117.5,117.5,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_1.0,12.19,12.119938
5925,4,745.0,813.5384615384614,13.693,12.693286178107664,7.84,2021,6,26,30,4,176.33684640522856,9.09,7.34,114.2,88.6,88.6,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_4.0,9.09,11.5701065
5023,4,602.0,642.1818181818184,11.732,12.693286178107664,8.15,2021,6,23,8,10,176.33684640522856,11.79,7.45,132.2,109.1,109.1,177.80805369127543,575.70879810027,7579.78203578815,0.0,2021.0_23.0_8.0_10.0,11.79,11.046849
4762,4,142.0,134.11764705882354,11.174,12.693286178107664,7.76,2021,5,21,26,2,176.33684640522856,9.31,7.74,136.1,84.8,84.8,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_2.0,9.31,10.063324
5176,4,644.5,678.0882352941177,11.254,12.693286178107664,7.77,2021,6,23,10,4,176.33684640522856,11.53,7.38,90.1,105.9,105.9,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_4.0,11.53,10.885682
5132,4,616.0,621.2600000000006,12.66,12.693286178107664,8.22,2021,6,23,9,10,176.33684640522856,12.02,7.57,127.1,112.9,112.9,177.80805369127543,582.544587254151,7668.61694661364,0.0,2021.0_23.0_9.0_10.0,12.02,12.545761
5605,4,707.0,714.0606060606062,13.243,12.693286178107664,7.83,2021,6,25,23,5,176.33684640522856,10.56,7.36,118.4,101.2,101.2,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_5.0,10.56,10.791675
5325,4,675.0,667.3815789473686,12.076,12.693286178107664,8.09,2021,6,23,11,8,176.33684640522856,11.28,7.61,125.3,105.1,105.1,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_8.0,11.280001,12.251075
5190,4,641.0,648.0789473684213,10.75,12.693286178107664,7.75,2021,6,23,10,5,176.33684640522856,11.59,7.36,85.3,105.2,105.2,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_5.0,11.589999,11.835761
4850,4,149.0,168.66666666666666,10.37,12.693286178107664,8.22,2021,5,21,27,10,176.33684640522856,13.74,7.78,132.2,123.4,123.4,177.80805369127543,543.585313650284,7218.81296527578,0.0,2021.0_21.0_27.0_10.0,13.74,11.791011
4774,4,188.0,177.33333333333331,10.717,12.693286178107664,7.76,2021,5,21,26,3,176.33684640522856,9.59,7.75,133.8,86.1,86.1,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_3.0,9.59,7.969422
5214,4,643.0,647.2033898305083,10.694,12.693286178107664,7.95,2021,6,23,10,8,176.33684640522856,10.81,7.3,88.7,97.4,97.4,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_8.0,10.81,11.4743185
5175,4,686.0,705.1212121212121,11.393,12.693286178107664,7.77,2021,6,23,10,3,176.33684640522856,11.58,7.39,92.4,106.7,106.7,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_3.0,11.58,11.191697
5413,4,782.0,784.0277777777779,10.818,12.693286178107664,7.78,2021,6,23,12,7,176.33684640522856,11.71,7.39,88.7,106.0,106.0,177.80805369127543,599.871620735979,7887.11206943666,0.0,2021.0_23.0_12.0_7.0,11.71,11.628649
5869,4,740.5,739.3430769230773,13.798,12.693286178107664,8.18,2021,6,25,25,11,176.33684640522856,8.86,7.52,138.6,85.7,85.7,177.80805369127543,702.951092698435,9176.32356408536,0.0,2021.0_25.0_25.0_11.0,8.86,9.908822
5502,4,747.0,686.3333333333334,12.767,12.693286178107664,8.05,2021,6,23,13,10,176.33684640522856,10.2,7.23,98.8,96.0,96.0,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_10.0,10.2,11.765153
5849,4,706.0,710.3650793650793,12.789,12.693286178107664,8.03,2021,6,25,25,8,176.33684640522856,6.92,7.26,135.3,65.8,65.8,177.80805369127543,702.951092698435,9176.32356408536,0.0,2021.0_25.0_25.0_8.0,6.92,9.91617
4705,4,113.0,113.0,9.486,12.693286178107664,7.78,2021,5,21,25,4,176.33684640522856,10.16,7.77,124.2,89.0,89.0,177.80805369127543,533.497253752469,7086.9775188478,0.0,2021.0_21.0_25.0_4.0,10.16,9.903981
5127,4,632.0,641.632183908046,12.374,12.693286178107664,8.18,2021,6,23,9,9,176.33684640522856,11.48,7.49,126.1,107.0,107.0,177.80805369127543,582.544587254151,7668.61694661364,72.0,2021.0_23.0_9.0_9.0,11.48,11.984216
5482,4,524.0,548.3333333333334,12.156,12.693286178107664,7.92,2021,6,23,13,8,176.33684640522856,10.89,7.34,105.8,102.1,102.1,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_8.0,10.89,11.97899
4683,4,150.0,134.2,9.557,12.693286178107664,7.78,2021,5,21,25,2,176.33684640522856,10.09,7.77,122.2,88.6,88.6,177.80805369127543,533.497253752469,7086.9775188478,0.0,2021.0_21.0_25.0_2.0,10.09,10.438642
5198,4,638.0,670.0634920634922,10.63,12.693286178107664,7.76,2021,6,23,10,6,176.33684640522856,11.44,7.33,84.8,103.2,103.2,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_6.0,11.44,11.214453
5536,4,585.5,585.5,11.861,12.693286178107664,7.82,2021,6,24,15,8,176.33684640522856,11.45,7.12,73.6,106.5,106.5,177.80805369127543,644.951249238269,8462.40534125533,0.0,2021.0_24.0_15.0_8.0,11.45,11.630112
5897,4,936.0,892.6923076923076,14.913,12.693286178107664,7.83,2021,6,26,30,1,176.33684640522856,8.54,7.25,117.5,85.4,85.4,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_1.0,8.54,10.732857
5298,4,690.5,657.25,12.373,12.693286178107664,7.9,2021,6,23,11,5,176.33684640522856,10.67,7.52,127.4,100.4,100.4,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_5.0,10.67,10.216992
5353,4,687.0,696.6923076923076,13.351,12.693286178107664,7.91,2021,6,23,12,0,176.33684640522856,10.88,7.54,132.2,104.0,104.0,177.80805369127543,599.871620735979,7887.11206943666,0.0,2021.0_23.0_12.0_0.0,10.879999,10.884522
5289,4,673.0,590.1111111111111,12.597,12.693286178107664,7.89,2021,6,23,11,4,176.33684640522856,11.17,7.57,127.9,105.8,105.8,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_4.0,11.17,11.94266
5219,4,643.0,647.2033898305083,10.612,12.693286178107664,7.92,2021,6,23,10,8,176.33684640522856,11.71,7.39,89.7,105.7,105.7,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_8.0,11.71,12.955654
5627,4,738.0,752.5362637362638,12.433,12.693286178107664,7.92,2021,6,25,23,8,176.33684640522856,11.38,7.36,102.2,107.2,107.2,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_8.0,11.38,10.788625
5554,4,680.0,694.7764227642284,15.286,12.693286178107664,7.88,2021,6,25,23,0,176.33684640522856,13.11,7.41,130.6,131.6,131.6,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_0.0,13.11,11.336377
5797,4,684.0,707.2972972972977,14.151,12.693286178107664,7.89,2021,6,25,25,3,176.33684640522856,9.46,7.49,139.8,92.7,92.7,177.80805369127543,702.951092698435,9176.32356408536,0.0,2021.0_25.0_25.0_3.0,9.46,10.556112
4805,4,119.5,137.0,9.429,12.693286178107664,7.77,2021,5,21,26,6,176.33684640522856,10.23,7.77,128.8,89.1,89.1,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_6.0,10.23,10.717974
4887,4,101.5,107.25,10.486,12.693286178107664,7.9,2021,5,21,28,4,176.33684640522856,14.23,7.68,132.5,128.0,128.0,177.80805369127543,543.585313650284,7217.72579464847,0.0,2021.0_21.0_28.0_4.0,14.23,11.925121
5242,4,664.0,676.7757575757578,11.9,12.693286178107664,8.1,2021,6,23,10,11,176.33684640522856,10.37,7.41,101.7,96.6,96.6,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_11.0,10.37,11.449223
5185,4,641.0,648.0789473684213,10.912,12.693286178107664,7.74,2021,6,23,10,5,176.33684640522856,11.82,7.38,85.8,107.6,107.6,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_5.0,11.82,11.809576
5145,4,713.0,673.969696969697,12.799,12.693286178107664,7.89,2021,6,23,10,0,176.33684640522856,10.95,7.48,122.6,103.8,103.8,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_0.0,10.95,10.242115
5642,4,742.0,751.9870410367166,12.675,12.693286178107664,7.99,2021,6,25,23,9,176.33684640522856,11.19,7.39,103.2,106.2,106.2,177.80805369127543,690.012408845646,9017.08215879491,79.0,2021.0_25.0_23.0_9.0,11.19,11.109366
6084,4,875.0,843.3809523809524,12.827,12.693286178107664,8.18,2021,7,26,1,10,176.33684640522856,11.48,7.3,119.1,108.4,108.4,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_10.0,11.48,11.665882
4783,4,174.5,167.73076923076923,10.317,12.693286178107664,7.76,2021,5,21,26,4,176.33684640522856,9.62,7.74,132.2,85.7,85.7,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_4.0,9.62,11.656232
5497,4,934.0,934.0,12.198,12.693286178107664,7.95,2021,6,23,13,9,176.33684640522856,8.94,7.15,99.0,84.0,84.0,177.80805369127543,604.435052436618,7941.06771891229,73.0,2021.0_23.0_13.0_9.0,8.94,10.513148
5681,4,691.0,676.7039999999998,14.419,12.693286178107664,7.88,2021,6,25,24,2,176.33684640522856,10.83,7.46,138.1,106.9,106.9,177.80805369127543,696.057710345493,9087.72946627076,0.0,2021.0_25.0_24.0_2.0,10.83,12.473814
6083,4,875.0,843.3809523809524,12.549,12.693286178107664,8.2,2021,7,26,1,10,176.33684640522856,11.48,7.3,119.1,108.4,108.4,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_10.0,11.48,11.912146
5058,4,635.5,631.6285714285717,12.694,12.693286178107664,7.9,2021,6,23,9,1,176.33684640522856,11.55,7.45,133.0,109.2,109.2,177.80805369127543,582.544587254151,7668.61694661364,0.0,2021.0_23.0_9.0_1.0,11.55,11.051404
4740,4,133.0,136.0,11.196,12.693286178107664,8.24,2021,5,21,25,11,176.33684640522856,11.18,8.02,132.3,101.4,101.4,177.80805369127543,533.497253752469,7086.9775188478,0.0,2021.0_21.0_25.0_11.0,11.18,11.247268
6036,4,1014.0,1038.054054054054,12.082,12.693286178107664,7.87,2021,7,26,1,5,176.33684640522856,13.58,7.44,115.6,127.1,127.1,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_5.0,13.58,11.874251
5475,4,734.5,775.3333333333333,12.191,12.693286178107664,7.89,2021,6,23,13,7,176.33684640522856,9.93,7.3,118.1,93.7,93.7,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_7.0,9.93,11.565516
5489,4,524.0,548.3333333333334,12.144,12.693286178107664,7.93,2021,6,23,13,8,176.33684640522856,10.51,7.32,99.9,98.4,98.4,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_8.0,10.51,10.868216
5440,4,560.0,560.0,14.486,12.693286178107664,7.84,2021,6,23,13,0,176.33684640522856,10.5,7.39,134.5,103.4,103.4,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_0.0,10.5,10.559057
4759,4,149.0,150.0,11.661,12.693286178107664,7.77,2021,5,21,26,1,176.33684640522856,9.34,7.75,136.6,85.4,85.4,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_1.0,9.34,12.812071
6180,4,219.0,219.0,13.617,12.693286178107664,7.91,2021,7,26,3,8,176.33684640522856,10.89,7.33,141.3,105.1,105.1,177.80805369127543,697.676364473785,9087.23464727105,0.0,2021.0_26.0_3.0_8.0,10.89,11.9216175
4781,4,174.5,167.73076923076923,10.208,12.693286178107664,7.76,2021,5,21,26,4,176.33684640522856,9.6,7.74,132.8,85.7,85.7,177.80805369127543,538.691472361322,7154.90013590308,0.0,2021.0_21.0_26.0_4.0,9.6,11.640065
4962,4,187.0,187.0,9.734,12.693286178107664,8.08,2021,5,21,30,8,176.33684640522856,15.0,7.76,128.9,132.0,132.0,177.80805369127543,548.863950253859,7277.38711641591,0.0,2021.0_21.0_30.0_8.0,15.000001,13.474871
5762,4,720.0,715.7750472589788,13.721,12.693286178107664,8.16,2021,6,25,24,11,176.33684640522856,7.33,7.28,136.9,70.9,70.9,177.80805369127543,696.057710345493,9087.72946627076,0.0,2021.0_25.0_24.0_11.0,7.33,11.0464525
5474,4,734.5,775.3333333333333,12.243,12.693286178107664,7.88,2021,6,23,13,7,176.33684640522856,9.93,7.3,118.1,93.7,93.7,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_7.0,9.93,10.692835
6069,4,708.0,718.0,12.082,12.693286178107664,8.09,2021,7,26,1,9,176.33684640522856,9.17,7.12,116.9,85.1,85.1,177.80805369127543,747.563762944561,9740.00826740469,101.0,2021.0_26.0_1.0_9.0,9.17,11.150569
4741,4,133.0,136.0,10.636,12.693286178107664,8.08,2021,5,21,25,11,176.33684640522856,10.66,7.91,133.6,97.4,97.4,177.80805369127543,533.497253752469,7086.9775188478,0.0,2021.0_21.0_25.0_11.0,10.660001,9.659781
5916,4,812.0,785.421052631579,14.037,12.693286178107664,7.83,2021,6,26,30,3,176.33684640522856,11.38,7.34,115.2,111.9,111.9,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_3.0,11.38,11.525708
5506,4,747.0,686.3333333333334,12.436,12.693286178107664,8.01,2021,6,23,13,10,176.33684640522856,10.0,7.29,98.7,94.7,94.7,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_10.0,10.0,11.657721
5358,4,674.0,658.6428571428571,13.041,12.693286178107664,7.86,2021,6,23,12,1,176.33684640522856,11.06,7.54,131.0,105.4,105.4,177.80805369127543,599.871620735979,7887.11206943666,0.0,2021.0_23.0_12.0_1.0,11.06,11.143844
4699,4,113.0,113.0,9.486,12.693286178107664,7.78,2021,5,21,25,4,176.33684640522856,10.25,7.79,123.7,89.8,89.8,177.80805369127543,533.497253752469,7086.9775188478,0.0,2021.0_21.0_25.0_4.0,10.25,10.382175
5558,4,680.0,694.7764227642284,15.181,12.693286178107664,7.87,2021,6,25,23,0,176.33684640522856,11.93,7.39,131.2,119.5,119.5,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_0.0,11.93,11.460949
5046,4,647.0,654.2244897959184,12.861,12.693286178107664,7.92,2021,6,23,9,0,176.33684640522856,11.44,7.45,135.7,108.7,108.7,177.80805369127543,582.544587254151,7668.61694661364,0.0,2021.0_23.0_9.0_0.0,11.44,10.692933
5320,4,675.0,667.3815789473686,12.066,12.693286178107664,8.05,2021,6,23,11,8,176.33684640522856,11.36,7.61,125.3,105.8,105.8,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_8.0,11.36,10.4274
5438,4,560.0,560.0,14.347,12.693286178107664,7.83,2021,6,23,13,0,176.33684640522856,10.49,7.4,137.0,103.5,103.5,177.80805369127543,604.435052436618,7941.06771891229,0.0,2021.0_23.0_13.0_0.0,10.49,11.523442
5617,4,694.0,703.1237623762374,12.464,12.693286178107664,7.82,2021,6,25,23,7,176.33684640522856,11.77,7.37,105.9,111.2,111.2,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_7.0,11.77,11.6344385
5917,4,812.0,785.421052631579,14.276,12.693286178107664,7.83,2021,6,26,30,3,176.33684640522856,11.0,7.32,115.3,107.8,107.8,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_3.0,11.0,11.782153
5181,4,644.5,678.0882352941177,11.009,12.693286178107664,7.75,2021,6,23,10,4,176.33684640522856,11.7,7.38,88.1,107.0,107.0,177.80805369127543,588.014049423704,7739.4409185148,0.0,2021.0_23.0_10.0_4.0,11.7,11.674735
5886,4,794.0,802.3698630136987,15.236,12.693286178107664,8.2,2021,6,26,29,10,176.33684640522856,8.11,7.46,141.6,81.4,81.4,177.80805369127543,731.761393017465,9539.97328076869,0.0,2021.0_26.0_29.0_10.0,8.11,11.155905
5574,4,679.0,686.9094202898548,14.427,12.693286178107664,7.87,2021,6,25,23,2,176.33684640522856,11.23,7.43,132.6,111.1,111.1,177.80805369127543,690.012408845646,9017.08215879491,0.0,2021.0_25.0_23.0_2.0,11.23,11.334591
4862,4,194.0,194.0,11.352,12.693286178107664,7.91,2021,5,21,28,1,176.33684640522856,13.88,7.68,135.7,127.5,127.5,177.80805369127543,543.585313650284,7217.72579464847,0.0,2021.0_21.0_28.0_1.0,13.88,12.993049
5976,4,743.0,747.1000000000001,13.672,12.693286178107664,8.17,2021,6,26,30,10,176.33684640522856,11.18,7.32,117.6,108.0,108.0,177.80805369127543,739.815393170875,9643.49364998235,0.0,2021.0_26.0_30.0_10.0,11.18,11.8046875
5273,4,651.0,672.9166666666666,13.099,12.693286178107664,7.89,2021,6,23,11,2,176.33684640522856,10.86,7.54,130.5,103.5,103.5,177.80805369127543,594.092153055371,7812.31181267813,0.0,2021.0_23.0_11.0_2.0,10.86,10.943471
6018,4,875.0,911.3370786516856,12.608,12.693286178107664,7.87,2021,7,26,1,3,176.33684640522856,13.34,7.4,116.3,126.5,126.5,177.80805369127543,747.563762944561,9740.00826740469,0.0,2021.0_26.0_1.0_3.0,13.34,11.599091
